id,State,ST,Fips,County,Precincts,Votes,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White,Black,Hispanic,Asian,Amerindian,Other,White  Asian,Sire Homogeneity,Median Age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,elevation,Annual Prcp,Winter Prcp,Summer Prcp,Spring Prcp,Autumn Prcp,Annual Tavg,Annual Tmax,Annual Tmin,Winter Tavg,Winter Tmax,Winter Tmin,Summer Tavg,Summer Tmax,Summer Tmin,Spring Tavg,Spring Tmax,Spring Tmin,Autumn Tavg,Autumn Tmax,Autumn Tmin,Nearest County,temp,precip,reporting,Est Votes Remaining,total16,total08,total12,other08,other12,Winner
2543,Michigan,MI,26147,"St. Clair County, Michigan",69.0,77994.0,12.2,87.8,15.0,5.7,77.8,27466.8508,92.45,2.4,0.35,0.5,1.55,2.8,22.35,6.65,166150,45.1,11.9,0.409,17.1,25.85,17.65,24.9,0.4,11.25,19.9,92.45,2.4,2.8,0.5,0.35,1.55,92.95,0.85633775,40.2,-82.6689135,42.9288035,4.1,4.5,0.08,30.9,0.297,0.25,0.305,0.102,263.5,66.0,0.129,0.122,265.89,1.97,65.5,6.7,227.825,3339.5,581.75,983.0,814.0,960.75,469.75,565.25,374.5,247.25,321.25,173.5,683.0,794.25,571.75,447.25,548.0,346.0,498.5,593.5,403.0,26147.0,8.319444444,848.2330000000001,69.0,0.0,77994.0,80900.0,74181.0,1687.0,927.0,1
2544,Virginia,VA,51017,"Bath County, Virginia",8.0,2243.0,20.8,79.2,11.5,4.1,67.75,30448.452380000002,93.85,3.45,0.05,0.55,0.45,1.6,48.25,12.65,4683,28.8,10.2,0.326,24.85,11.65,24.45,19.95,3.05,24.45,16.5,93.85,3.45,1.6,0.55,0.05,0.45,94.4,0.88227925,47.0,-79.73289799999999,38.0689876,,,0.1,14.2,0.405,,0.278,0.115,85.9,,0.16699999999999998,0.052000000000000005,35.64,,,,681.5,4350.0,984.0,1130.0,1198.0,1038.0,511.0,626.0,396.0,319.0,418.0,221.0,693.0,811.0,576.0,504.0,630.0,378.0,524.0,642.0,406.0,51017.0,10.61111111,1104.9,8.0,0.0,2243.0,2432.0,2223.0,40.0,55.0,1
2545,Oklahoma,OK,40011,"Blaine County, Oklahoma",9.0,3793.0,18.9,81.1,15.9,4.6,80.5,23386.740319999997,64.95,5.4,6.3,0.45,4.4,18.55,16.8,24.85,12284,60.7,15.35,0.451,19.65,25.1,18.2,26.5,2.8,12.6,14.75,64.95,5.4,18.55,0.45,6.3,4.4,65.4,0.46510175,38.9,-98.4289343,35.877782,3.7,3.7,0.1,67.6,0.294,0.203,0.322,0.115,163.6,263.9,0.21,0.044000000000000004,160.13,,110.3,,438.46666669999996,3162.0,388.0,1009.333333,959.0,805.6666667000001,591.6666667000001,711.3333332999999,472.0,382.3333333,498.66666669999995,266.0,796.6666667000001,914.6666667000002,679.3333332999999,582.0,707.0,457.33333330000005,602.0,722.0,481.66666669999995,40011.0,15.09259259,803.148,9.0,0.0,3793.0,4112.0,3816.0,0.0,0.0,1
2546,Kansas,KS,20127,"Morris County, Kansas",16.0,2568.0,9.9,90.1,16.6,7.7,74.75,25341.94984,94.2,0.2,0.6,0.55,0.8,3.65,22.95,13.35,5944,20.2,11.15,0.441,14.55,28.65,12.95,20.7,2.95,16.05,18.75,94.2,0.2,3.65,0.55,0.6,0.8,94.75,0.8888305000000001,45.9,-96.6449046,38.6876956,2.8,,0.05,40.7,0.23600000000000002,0.139,0.33,0.11199999999999999,101.9,,0.14800000000000002,0.066,178.58,,,,427.4142857,3565.142857,326.57142860000005,1363.5714289999999,1100.857143,774.1428571,,,,,,,,,,,,,,,,20127.0,,905.5462857000001,16.0,0.0,2568.0,2841.0,2562.0,59.0,71.0,1
2547,Kentucky,KY,21083,"Graves County, Kentucky",30.0,16592.0,20.7,79.3,14.4,4.7,77.35,21536.19175,88.25,4.15,0.2,0.3,1.65,5.4,34.9,13.95,37318,47.0,19.9,0.46399999999999997,28.9,24.75,15.25,24.95,2.8,12.4,19.85,88.25,4.15,5.4,0.3,0.2,1.65,88.55,0.78372975,40.1,-88.6498974,36.7233435,4.4,3.8,0.08,53.8,0.245,0.20600000000000002,0.314,0.11699999999999999,362.5,96.6,0.2,0.085,147.88,3.87,98.5,8.4,137.2,5218.0,1368.0,1148.0,1503.0,1199.0,,,,,,,,,,,,,,,,21083.0,,1325.372,30.0,0.0,16592.0,16155.0,15503.0,256.0,257.0,1
2548,Kentucky,KY,21115,"Johnson County, Kentucky",31.0,9572.0,32.2,67.8,10.5,4.6,70.1,22601.73556,97.7,0.2,0.05,0.4,1.2,0.4,35.1,18.85,23596,12.0,21.9,0.503,26.05,22.95,15.9,30.4,0.35,16.6,13.7,97.7,0.2,0.4,0.4,0.05,1.2,98.1,0.95470925,38.9,-82.83063929999999,37.8492599,6.4,6.8,0.11,53.0,0.293,0.27,0.402,0.161,89.8,,0.172,0.09300000000000001,70.4,6.13,107.2,11.2,192.0,4328.0,978.0,1197.0,1186.0,967.0,554.0,670.0,438.0,356.0,459.0,252.0,744.0,853.0,634.0,550.0,676.0,424.0,564.0,690.0,438.0,21115.0,13.0,1099.312,31.0,0.0,9572.0,8517.0,9035.0,162.0,217.0,1
2549,Michigan,MI,26093,"Livingston County, Michigan",81.0,105577.0,6.4,93.6,31.2,10.1,83.2,36300.30921,95.2,0.5,0.35,0.9,1.3,1.8,8.8,7.25,181524,53.9,6.15,0.387,7.35,38.4,14.4,25.25,0.15,9.6,12.2,95.2,0.5,1.8,0.9,0.35,1.3,96.1,0.90691525,39.9,-83.91171829999999,42.6025316,3.0,3.6,0.06,12.3,0.188,0.16699999999999998,0.266,0.084,137.0,28.5,0.102,0.086,98.26,1.19,45.3,4.8,284.2,3273.666667,549.6666667000001,975.3333332999998,808.6666667000001,940.0,476.0,575.3333332999999,376.6666667,248.33333330000002,325.3333333,171.33333330000002,691.3333332999999,802.6666667000001,579.6666667000001,459.0,566.3333332999999,351.6666667,502.0,603.0,401.0,26093.0,8.666666667000001,831.5113332999999,81.0,0.0,105577.0,99638.0,98337.0,1697.0,1038.0,1
2550,Kentucky,KY,21065,"Estill County, Kentucky",15.0,5545.0,33.0,67.0,6.6,3.1,68.65,22905.20794,98.1,0.1,0.25,0.05,0.95,0.55,47.7,20.1,14776,15.4,26.5,0.485,34.75,22.05,14.0,24.95,1.05,12.0,25.95,98.1,0.1,0.55,0.05,0.25,0.95,98.15,0.9624889999999999,39.6,-83.9639272,37.692459899999996,4.5,6.6,0.1,70.0,0.319,0.361,0.32299999999999995,0.134,190.9,,0.187,0.08900000000000001,100.67,11.61,118.1,,219.5,4871.0,1141.0,1365.0,1367.0,998.0,545.0,666.0,424.0,348.0,455.0,241.0,732.0,845.0,620.0,536.0,668.0,405.0,559.0,691.0,428.0,21065.0,12.5,1237.234,15.0,0.0,5545.0,5314.0,5184.0,74.0,79.0,1
2551,Illinois,IL,17151,"Pope County, Illinois",6.0,2132.0,14.9,85.1,8.3,3.7,84.75,20707.50032,89.25,5.1,0.65,0.1,1.3,3.6,35.45,9.75,4270,74.7,14.2,0.36200000000000004,21.35,16.3,29.5,19.45,1.2,20.15,13.45,89.25,5.1,3.6,0.1,0.65,1.3,89.35,0.8006655,46.5,-88.54237370000001,37.417168700000005,,,,29.1,0.245,,0.307,0.107,1144.2,,0.139,0.098,290.83,,94.9,,141.25,4957.0,1173.5,1152.0,1463.0,1168.5,570.5,682.0,459.5,362.0,459.0,266.0,761.5,873.5,650.0,569.0,685.5,453.0,586.0,706.5,466.0,17151.0,13.91666667,1259.078,6.0,0.0,2132.0,2231.0,2222.0,43.0,60.0,1
2552,Georgia,GA,13167,"Johnson County, Georgia",4.0,3682.0,34.5,65.5,8.9,2.9,66.95,20483.93778,61.05,36.7,0.1,0.4,0.45,1.3,49.5,30.15,9591,25.9,27.35,0.523,38.5,21.0,18.4,18.75,1.95,13.7,26.3,61.05,36.7,1.3,0.4,0.1,0.45,61.45,0.5076055,40.3,-82.6613536,32.6898312,5.6,4.8,0.11,63.8,0.365,0.149,0.325,0.134,421.1,419.2,0.215,0.13,422.19,,66.2,,94.8,4881.0,1237.0,1488.0,1109.0,1047.0,634.0,765.0,504.0,466.0,595.0,337.0,796.0,914.0,677.0,628.0,769.0,487.0,645.0,778.0,512.0,13167.0,17.44444444,1239.774,4.0,0.0,3682.0,3647.0,3772.0,23.0,27.0,1
2553,Massachusetts,MA,25021,"Norfolk County, Massachusetts",210.0,357781.0,6.9,93.1,47.4,20.9,84.0,43179.34667,81.85,5.05,0.1,8.15,1.85,3.0,7.0,6.9,664178,65.4,6.1,0.47,6.05,49.6,13.05,24.9,0.1,6.5,5.9,81.85,5.05,3.0,8.15,0.1,1.85,90.0,0.6803779999999999,40.2,-71.1798747,42.1697025,2.8,2.7,0.07,6.7,0.185,0.11800000000000001,0.198,0.08,199.4,164.1,0.031,0.055999999999999994,213.27,1.02,40.0,3.8,63.87777778,4960.444444,1191.333333,1185.444444,1303.222222,1280.444444,,,,,,,,,,,,,,,,25021.0,,1259.9528890000001,210.0,0.0,357781.0,344916.0,356523.0,7400.0,5416.0,0
2554,Indiana,IN,18099,"Marshall County, Indiana",30.0,18008.0,16.7,83.3,17.1,6.5,73.7,27675.03492,89.35,0.4,0.2,0.45,1.1,8.5,23.6,11.3,46828,28.1,11.6,0.406,15.85,26.3,14.25,20.95,1.0,11.1,26.4,89.35,0.4,8.5,0.45,0.2,1.1,89.8,0.8057285,37.7,-86.2690363,41.3250032,3.0,3.1,0.07,36.6,0.22,0.21,0.314,0.10300000000000001,95.6,43.6,0.191,0.08900000000000001,79.97,,60.0,4.4,248.4,4044.0,739.0,1232.0,1034.0,1039.0,493.0,592.0,395.0,258.0,337.0,179.0,710.0,816.0,604.0,482.0,588.0,377.0,519.0,621.0,417.0,18099.0,9.611111111,1027.1760000000002,30.0,0.0,18008.0,18550.0,17765.0,255.0,368.0,1
2555,Iowa,IA,19091,"Humboldt County, Iowa",10.0,5033.0,11.2,88.8,15.9,4.2,77.8,26379.65048,94.75,0.2,0.05,0.2,1.7,3.05,22.9,6.25,9730,66.0,10.65,0.401,16.85,30.25,15.25,23.25,2.05,11.6,17.65,94.75,0.2,3.05,0.2,0.05,1.7,94.95,0.89898375,44.2,-94.20277540000001,42.78222120000001,,,0.06,34.1,0.34700000000000003,0.174,0.336,0.105,132.6,,0.109,0.044000000000000004,13.75,,70.6,,335.3,,,,,,462.0,557.0,368.0,195.0,276.0,115.0,702.0,797.0,607.0,464.0,565.0,363.0,483.0,584.0,382.0,19091.0,7.8888888889999995,,10.0,0.0,5033.0,5123.0,5158.0,68.0,87.0,1
2556,Kentucky,KY,21183,"Ohio County, Kentucky",19.0,10398.0,26.2,73.8,9.4,3.8,71.6,22849.21016,95.3,0.8,0.2,0.15,0.9,2.65,38.6,15.3,23670,33.3,18.6,0.441,29.45,19.9,14.65,22.55,1.1,14.35,27.5,95.3,0.8,2.65,0.15,0.2,0.9,95.45,0.9090625,38.7,-86.844871,37.4778588,5.3,5.1,0.09,64.1,0.365,0.265,0.34700000000000003,0.138,199.1,35.5,0.171,0.067,82.2,,83.9,,121.9,4954.0,1239.0,1137.0,1426.0,1152.0,564.0,675.0,453.0,355.0,456.0,254.0,758.0,863.0,652.0,561.0,678.0,445.0,580.0,701.0,458.0,21183.0,13.55555556,1258.316,19.0,0.0,10398.0,9938.0,9646.0,192.0,189.0,1
2557,Colorado,CO,8037,"Eagle County, Colorado",30.0,22611.0,12.8,87.2,45.9,11.7,64.1,35484.54318,68.4,0.3,0.25,1.15,1.1,28.9,11.65,4.85,51405,50.7,9.4,0.46399999999999997,12.05,32.9,24.8,20.05,0.45,15.5,6.3,68.4,0.3,28.9,1.15,0.25,1.1,69.55,0.5516455,33.4,-106.6929439,39.6306381,2.5,2.1,0.09,41.3,0.204,0.095,0.132,0.036000000000000004,190.9,133.7,0.23,0.081,123.88,,42.9,3.5,1903.35,1660.5,328.0,367.0,465.0,500.5,,,,,,,,,,,,,,,,8037.0,,421.767,30.0,0.0,22611.0,21658.0,22668.0,286.0,465.0,0
2558,Wyoming,WY,56043,"Washakie County, Wyoming",5.0,3715.0,10.4,89.6,24.5,8.9,70.8,27096.85365,83.6,0.6,0.55,0.45,0.95,13.85,1.1,9.0,8162,48.5,5.2,0.455,2.2,30.0,16.8,21.05,3.4,17.4,11.4,83.6,0.6,13.85,0.45,0.55,0.95,84.05,0.718255,42.2,-107.66905200000001,43.8788305,2.8,2.3,0.06,41.9,0.23,0.14,0.24100000000000002,0.085,141.4,,0.183,0.054000000000000006,67.97,,70.2,,1424.14,1126.8,135.6,301.6,398.8,290.8,458.4,597.2,319.8,227.4,353.4,101.6,689.6,846.8,532.2,454.6,586.8,322.8,457.2,596.6,317.6,56043.0,7.688888888999999,286.2072,5.0,0.0,3715.0,4089.0,3944.0,91.0,136.0,1
2559,Texas,TX,48443,"Terrell County, Texas",5.0,437.0,19.6,80.4,20.7,3.6,88.0,24039.67238,49.85,0.3,0.35,1.45,0.25,47.8,3.25,7.25,897,0.0,15.35,0.385,15.35,36.5,16.65,19.55,6.35,11.65,9.25,49.85,0.3,47.8,1.45,0.35,0.25,51.3,0.477224,45.4,-102.07253859999999,30.2323316,,,,,0.215,,0.28300000000000003,0.102,416.7,,0.295,0.063,310.34,,,,690.7666667000001,1614.333333,189.33333330000002,576.0,379.6666667,469.33333330000005,664.0,793.0,535.0,488.0,626.3333332999999,348.6666667,822.6666667000001,936.3333332999998,709.3333332999999,675.6666667000001,812.6666667000001,539.3333332999999,666.3333332999999,793.3333332999999,539.6666667000001,48443.0,19.11111111,410.0406667,5.0,0.0,437.0,519.0,555.0,10.0,13.0,1
2560,Mississippi,MS,28049,"Hinds County, Mississippi",113.0,91536.0,16.4,83.6,27.2,9.8,81.85,24213.75778,29.85,66.95,0.15,0.85,0.8,1.45,37.4,14.2,247033,69.5,22.5,0.486,33.6,32.1,20.0,27.5,0.3,8.4,11.7,29.85,66.95,1.45,0.85,0.15,0.8,30.7,0.53768125,32.8,-90.46589990000001,32.2679235,3.4,4.0,0.16,58.3,0.5770000000000001,0.213,0.37,0.135,1185.0,1091.3,0.204,0.084,715.71,20.28,69.1,12.6,83.35,5581.0,1518.0,1326.0,1499.5,1237.5,650.0,765.5,534.0,481.5,593.5,368.5,809.0,917.0,700.5,647.5,765.0,530.0,659.0,783.0,534.5,28049.0,18.33333333,1417.5739999999998,113.0,0.0,91536.0,108902.0,106491.0,552.0,715.0,0
2561,Iowa,IA,19051,"Davis County, Iowa",9.0,3858.0,18.2,81.8,17.0,4.8,70.65,26790.78286,97.5,0.35,0.4,0.2,0.75,0.8,5.3,13.9,8651,46.0,8.45,0.41200000000000003,7.9,33.1,13.0,15.3,1.3,12.35,24.95,97.5,0.35,0.8,0.2,0.4,0.75,97.7,0.9507774999999999,39.6,-92.4103453,40.7480892,2.2,2.5,0.04,26.4,0.134,0.23399999999999999,0.32,0.102,147.9,,0.16699999999999998,0.064,153.19,,50.7,,247.5,3943.0,400.0,1492.0,1105.0,946.0,507.0,609.0,405.0,259.0,351.0,167.0,733.0,835.0,632.0,504.0,611.0,397.0,528.0,635.0,421.0,19051.0,10.38888889,1001.5219999999999,9.0,0.0,3858.0,3818.0,3773.0,109.0,115.0,1
2562,Oregon,OR,41009,"Columbia County, Oregon",33.0,25077.0,11.5,88.5,16.8,5.2,78.65,31640.574610000003,90.65,0.4,1.15,1.0,2.95,3.9,17.1,6.1,48981,41.2,9.6,0.38,11.45,27.55,16.25,23.45,1.35,12.05,19.35,90.65,0.4,3.9,1.0,1.15,2.95,91.65,0.82438175,40.8,-123.081079,45.941932,4.0,4.1,0.06,28.1,0.282,0.193,0.282,0.099,267.2,69.4,0.15,0.095,92.01,3.25,69.0,,74.0,4776.5,2020.5,326.5,1130.25,1299.25,508.5,609.75,407.0,392.25,463.5,321.5,628.25,753.25,503.25,494.75,598.75,390.5,515.75,619.5,411.75,41009.0,10.47222222,1213.231,33.0,0.0,25077.0,24768.0,23875.0,965.0,1099.0,1
2563,Indiana,IN,18009,"Blackford County, Indiana",12.0,4822.0,15.3,84.7,12.2,4.5,74.4,27172.52699,97.15,0.2,0.2,0.15,1.4,0.9,31.35,10.4,13010,31.8,13.25,0.424,18.85,24.85,15.5,23.85,0.1,8.7,27.05,97.15,0.2,0.9,0.15,0.2,1.4,97.3,0.9440995000000001,41.8,-85.3237297,40.4726717,5.2,5.0,0.09,52.4,0.392,0.294,0.335,0.122,254.1,,0.171,0.106,120.44,,72.5,,281.6,3971.0,739.0,1237.0,1055.0,940.0,510.0,600.0,420.0,279.0,351.0,208.0,720.0,817.0,623.0,502.0,598.0,406.0,535.0,632.0,439.0,18009.0,10.55555556,1008.6339999999999,12.0,0.0,4822.0,5441.0,4743.0,74.0,105.0,1
2564,New Mexico,NM,35049,"Santa Fe County, New Mexico",90.0,70376.0,13.7,86.3,40.0,19.0,74.1,26079.09905,43.95,0.7,2.45,1.1,1.35,50.45,24.1,8.25,143835,40.4,13.9,0.489,20.2,40.55,19.65,23.1,0.45,9.8,6.5,43.95,0.7,50.45,1.1,2.45,1.35,45.05,0.448633,42.2,-105.9664409,35.5137223,3.3,3.5,0.09,47.9,0.376,0.163,0.138,0.045,359.1,271.4,0.247,0.055,387.9,5.09,89.4,4.7,2071.4714289999997,1529.714286,209.28571430000002,659.0,269.2857143,392.14285710000007,,,,,,,,,,,,,,,,35049.0,,388.54742860000005,90.0,0.0,70376.0,72223.0,69245.0,849.0,2873.0,0
2565,Missouri,MO,29103,"Knox County, Missouri",7.0,1867.0,13.7,86.3,13.9,7.3,70.3,20533.78921,97.6,0.25,0.35,0.15,1.0,0.6,31.5,7.5,4085,81.9,18.9,0.467,26.75,28.95,16.4,18.95,9.2,8.05,18.35,97.6,0.25,0.6,0.15,0.35,1.0,97.75,0.95273275,44.1,-92.14680940000001,40.136776399999995,3.1,,0.06,33.7,0.23399999999999999,,0.32899999999999996,0.111,,,0.242,0.049,130.5,,96.8,,246.3,4152.0,529.0,1421.0,1195.0,1007.0,,,,,,,,,,,,,,,,29103.0,,1054.608,7.0,0.0,1867.0,2024.0,1957.0,53.0,54.0,1
2566,Florida,FL,12111,"St. Lucie County, Florida",64.0,140731.0,16.6,83.4,17.8,6.3,75.55,26767.77715,63.45,17.5,0.2,1.55,1.75,15.55,19.0,7.85,266886,48.6,12.85,0.43,19.8,27.05,20.2,28.2,1.25,13.65,9.65,63.45,17.5,15.55,1.55,0.2,1.75,65.0,0.457946,41.9,-80.44336379999999,27.3807748,4.2,4.1,0.08,43.9,0.389,0.161,0.287,0.131,347.4,630.1,0.27,0.111,418.26,4.62,69.5,6.8,7.45,5384.0,750.0,1999.5,1028.0,1606.5,731.0,820.5,642.0,636.0,738.0,534.0,812.5,893.5,732.0,716.0,810.5,622.0,758.0,838.0,678.5,12111.0,22.83333333,1367.536,64.0,0.0,140731.0,120579.0,123027.0,942.0,956.0,1
2567,Utah,UT,49003,"Box Elder County, Utah",53.0,16548.0,8.6,91.4,22.7,6.5,76.75,27160.69365,88.6,0.3,0.65,0.95,1.6,8.0,12.55,5.55,48936,39.3,8.55,0.35200000000000004,12.0,31.65,15.15,21.3,1.25,10.7,19.95,88.6,0.3,8.0,0.95,0.65,1.6,89.55,0.7917935,30.2,-113.052922,41.476021,4.0,3.1,0.07,37.0,0.18100000000000002,0.086,0.28300000000000003,0.08199999999999999,127.3,47.9,0.14300000000000002,0.069,125.51,,58.1,6.0,1516.85,1272.75,319.0,257.25,406.5,290.0,474.5,617.25,331.75,260.0,371.0,148.75,693.75,865.25,522.25,461.75,600.25,323.75,478.0,627.25,328.25,49003.0,8.583333332999999,323.2785,53.0,0.0,16548.0,19058.0,19408.0,519.0,323.0,1
2568,Texas,TX,48259,"Kendall County, Texas",12.0,19936.0,8.9,91.1,35.5,12.9,81.05,32585.46349,77.35,0.65,0.3,0.5,1.05,20.15,8.25,6.05,32352,45.6,6.45,0.47700000000000004,9.25,43.25,15.15,22.2,0.9,11.7,6.75,77.35,0.65,20.15,0.5,0.3,1.05,77.85,0.639091,43.3,-98.7110939,29.944524100000002,2.6,,0.08,25.6,0.184,0.131,0.242,0.102,253.0,66.7,0.201,0.055,109.23,,70.6,,437.16666669999995,3609.666667,621.3333332999999,1022.666667,928.3333332999998,1037.333333,,,,,,,,,,,,,,,,48259.0,,916.8553332999999,12.0,0.0,19936.0,16746.0,17783.0,176.0,232.0,1
2569,Arizona,AZ,4013,"Maricopa County, Arizona",724.0,1201934.0,14.4,85.6,29.0,10.3,73.5,31644.46381,58.85,4.4,1.6,3.15,2.0,30.1,22.35,7.2,3836319,34.2,13.65,0.452,19.4,35.15,16.9,27.75,0.2,10.6,9.4,58.85,4.4,30.1,3.15,1.6,2.0,62.0,0.4405175,34.1,-112.4955335,33.3465408,3.2,3.2,0.07,51.1,0.342,0.158,0.228,0.08,429.5,287.5,0.196,0.071,394.32,8.35,70.2,6.3,432.5684211,987.6315788999999,353.36842110000003,243.4210526,169.7368421,221.10526319999997,,,,,,,,,,,,,,,,4013.0,,250.85842110000002,724.0,0.0,1201934.0,1364962.0,1380959.0,16348.0,28786.0,1
2570,Wisconsin,WI,55087,"Outagamie County, Wisconsin",98.0,93474.0,7.7,92.3,25.8,6.9,76.3,31308.37334,90.45,0.9,1.45,2.75,1.25,3.15,11.95,7.65,175151,38.4,8.15,0.402,10.9,31.1,14.35,26.25,0.6,8.75,18.9,90.45,0.9,3.15,2.75,1.45,1.25,93.2,0.82031625,36.7,-88.46498829999999,44.418225799999995,2.8,2.3,0.07,21.1,0.242,0.179,0.306,0.09300000000000001,319.3,50.4,0.087,0.065,145.88,0.91,45.1,5.6,239.9666667,3203.666667,385.6666667,1181.666667,828.3333332999999,808.0,,,,,,,,,,,,,,,,55087.0,,813.7313333,98.0,0.0,93474.0,91563.0,94596.0,1592.0,1565.0,1
2571,Georgia,GA,13143,"Haralson County, Georgia",12.0,11317.0,30.4,69.6,11.0,3.2,71.95,25390.72349,91.5,4.95,0.3,0.35,1.8,1.15,32.45,16.6,28669,35.0,19.6,0.441,27.85,24.95,15.2,24.55,0.2,15.5,19.6,91.5,4.95,1.15,0.35,0.3,1.8,91.85,0.84015275,38.0,-85.2200622,33.795164899999996,4.1,4.2,0.08,60.8,0.39,0.299,0.316,0.11800000000000001,174.6,109.9,0.204,0.095,522.03,5.04,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,11317.0,11097.0,10376.0,191.0,141.0,1
2572,North Carolina,NC,37169,"Stokes County, North Carolina",20.0,22182.0,20.8,79.2,10.9,2.9,73.8,26694.66349,91.7,4.45,0.25,0.2,0.9,2.5,16.05,12.05,46658,37.2,11.55,0.4,16.75,22.65,14.2,25.75,0.55,15.45,21.4,91.7,4.45,2.5,0.2,0.25,0.9,91.9,0.8435855,41.4,-80.2392707,36.4041946,3.8,5.3,0.09,33.8,0.321,0.361,0.256,0.10300000000000001,230.7,81.3,0.17,0.08900000000000001,341.33,3.96,81.3,9.6,289.4,4670.0,1023.5,1341.0,1186.5,1119.0,,,,,,,,,,,,,,,,37169.0,,1186.18,20.0,0.0,22182.0,21743.0,21619.0,380.0,364.0,1
2573,Kentucky,KY,21105,"Hickman County, Kentucky",6.0,2157.0,24.2,75.8,16.5,6.5,79.65,22720.87302,87.25,9.45,0.1,0.2,1.95,1.1,25.85,15.1,4912,60.6,14.8,0.45,17.4,31.55,16.6,19.25,2.2,7.9,22.5,87.25,9.45,1.1,0.2,0.1,1.95,87.45,0.77069275,43.7,-88.9720197,36.675916,5.1,5.0,0.07,38.7,0.303,0.29600000000000004,0.32899999999999996,0.139,418.1,144.9,0.179,0.08900000000000001,,,84.8,,112.2,5159.0,1312.0,1131.0,1485.0,1231.0,,,,,,,,,,,,,,,,21105.0,,1310.386,6.0,0.0,2157.0,2250.0,2139.0,32.0,22.0,1
2574,Oklahoma,OK,40057,"Harmon County, Oklahoma",7.0,975.0,28.4,71.6,15.5,2.6,63.75,19905.80413,61.25,8.65,1.85,0.2,2.0,26.05,50.1,15.65,2899,15.6,27.55,0.466,46.35,29.05,17.9,22.25,9.25,10.45,11.1,61.25,8.65,26.05,0.2,1.85,2.0,61.45,0.451245,42.6,-99.8441936,34.745971000000004,,,0.07,81.3,0.395,,0.34,0.128,137.0,,0.268,0.043,184.1,,,,533.55,2626.0,284.0,896.0,773.5,672.5,,,,,,,,,,,,,,,,40057.0,,667.0039999999999,7.0,0.0,975.0,1090.0,923.0,0.0,0.0,1
2575,Kentucky,KY,21233,"Webster County, Kentucky",14.0,5805.0,25.6,74.4,8.5,3.4,72.25,24624.79715,89.75,4.5,0.2,0.15,0.95,4.5,29.55,13.05,13725,25.0,16.5,0.41700000000000004,22.8,23.45,14.25,15.8,0.9,16.3,29.25,89.75,4.5,4.5,0.15,0.2,0.95,89.9,0.80965275,40.3,-87.68509509999998,37.5200207,4.0,3.1,0.09,63.5,0.225,0.273,0.337,0.132,270.7,,0.185,0.077,44.2,,107.7,,135.5,4543.5,1093.0,1015.0,1360.5,1075.0,,,,,,,,,,,,,,,,21233.0,,1154.049,14.0,0.0,5805.0,5540.0,5470.0,113.0,98.0,1
2576,Missouri,MO,29065,"Dent County, Missouri",9.0,6778.0,24.0,76.0,11.2,3.6,67.95,22897.13048,95.85,0.8,0.8,0.25,1.3,1.0,30.7,13.35,15346,21.0,18.35,0.392,27.05,24.85,18.7,22.05,3.1,10.0,21.35,95.85,0.8,1.0,0.25,0.8,1.3,96.1,0.9191254999999999,42.6,-91.4959157,37.60325,7.0,,0.08,55.8,0.289,0.35100000000000003,0.34299999999999997,0.10300000000000001,165.9,,0.192,0.076,184.55,,117.5,,339.2666667,4675.333333,863.0,1187.666667,1377.333333,1247.333333,,,,,,,,,,,,,,,,29065.0,,1187.534667,9.0,0.0,6778.0,6868.0,6643.0,157.0,175.0,1
2577,South Carolina,SC,45043,"Georgetown County, South Carolina",34.0,31519.0,16.6,83.4,21.8,8.1,76.05,23129.60826,62.2,33.6,0.1,0.4,0.75,2.95,39.75,10.85,60196,48.8,19.5,0.49700000000000005,30.25,27.4,22.85,23.65,1.55,11.1,13.45,62.2,33.6,2.95,0.4,0.1,0.75,62.6,0.5007235,44.5,-79.3008115,33.41753,3.6,3.7,0.11,54.6,0.446,0.18100000000000002,0.35100000000000003,0.134,621.8,384.0,0.214,0.098,626.74,6.43,90.3,12.3,7.525,5215.5,1105.75,1751.75,1043.5,1314.5,645.25,746.0,544.75,484.5,589.25,380.0,798.25,886.5,710.25,635.25,745.5,525.0,660.75,761.25,561.0,45043.0,18.06944444,1324.737,34.0,0.0,31519.0,30290.0,30965.0,301.0,276.0,1
